30,0299999997857
0,719999999987494
0,379999999179099
0,669999999716733
0,229999999768825
-0,150000000426484
-0,66000000045045
-1,31000000093676
-2,03000000077563
-2,11000000039998
-2,5900000006277
-3,16000000042085
-3,82000000045549
-4,39000000048457
-4,84000000038725
-5,56000000091485
-6,11000000061977
-6,95000000054731
-7,29000000004226
-7,66000000088295
-8,13999999988481
-8,88999999997298
-9,37000000092778
-9,89000000067831
-9,89000000066377
-9,5300000005868
-9,45000000036319
-10,3099999997973
-11,9900000008508
-13,9200000006952
-16,8499999997641
-19,460000000491
-23,2600000002627
-26,1300000001158
-28,8700000002957
-31,4499999999279
-34,0200000002974
-35,9999999998101
-37,8600000006965
-39,2000000003149
-40,1100000001517
-41,050000000106
-41,8499999999799
-42,5100000005933
-43,0900000000823
-43,4499999998084
-43,7200000005044
-44,2200000003069
-44,7099999997144
-45,1900000001079
-45,8700000000627

