29,5322344885241
-0,0222877199021383
0,307340951280739
0,826295337849208
1,1052497244179
1,21320411098668
1,65349183088867
2,03777955079147
2,28206727069268
2,73435499059527
3,19064271049679
3,52693043039955
3,86921815030211
4,13550587020385
4,50379359010604
4,94808131000809
5,47036902991031
5,94865674981237
6,4829444697147
7,02323218961641
7,76951990951901
8,2178076294211
8,82609534932318
9,18638306922487
9,92667078912759
10,5649585090297
11,5892462289318
12,6055339488339
13,2018216687359
13,6881093886382
13,3043971085403
12,4226848284425
11,2149725483447
9,12926026824675
7,11554798814885
4,97783570805109
3,10812342795326
1,20441114785542
-0,305301132242468
-1,13301341234026
-1,72072569243812
-2,09243797253608
-2,3481502526339
-2,19186253273173
-2,0135748128296
-1,70528709292739
-1,55299937302529
-1,24871165312311
-0,882423933220921
-0,686136213318917

